gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,contrast,contrast_name,pct_cells_neoplastic,pct_cells_normal,pct_cells_smm_neoplastic,pct_cells_nbm_normal,patient_prevalence,recurrence_n_samples,recurrence_frac,recurrence_denom,recurrence_smm_n,recurrence_smm_denom,mgus_coverage_n,mgus_coverage_frac,mgus_coverage_denom,smm_coverage_n,smm_coverage_frac,smm_coverage_denom,mm_coverage_n,mm_coverage_frac,mm_coverage_denom,smmh_coverage_n,smmh_coverage_frac,smmh_coverage_denom,smml_coverage_n,smml_coverage_frac,smml_coverage_denom,mm_retained
RP3-395M20.12,16.301793117033238,0.9703096788132872,0.4052365964433868,2.3944275697933994,0.016646330870393303,0.0725541914773038,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.06993890878449548,0.033821545577182505,0.09391567785912648,0.031839622641509434,0.9565217391304348,3,0.2727272727272727,11,1,5,2,0.6666666666666666,3,6,0.5,12,3,0.375,8,5,0.5555555555555556,9,1,0.3333333333333333,3,True
RP3-395M20.8,10.177623792610705,-0.5810276974064583,0.31377640967781195,-1.8517252396477544,0.06406528775622698,0.18297219296052245,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03386349273225195,0.0359414145307381,0.04556930068164605,0.03409090909090909,0.782608695652174,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
TNFRSF14,102.89472623103454,0.37155342588795187,0.22175939536718062,1.6754799735666128,0.09384009710687254,0.23730143434745393,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.32531072256161786,0.2868568124879553,0.39548093915677857,0.28580617495711835,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP3-395M20.9,2.9904816623722086,-1.1812252039252853,0.35721205657577226,-3.306789852639597,0.0009437166029218054,0.009251841971687758,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.006003791868548557,0.01165927924455579,0.00845746023731381,0.011363636363636364,0.6956521739130435,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
FAM213B,5.057795299815158,-0.7011780094509709,0.3289454213922445,-2.1315937655653365,0.033040256720282005,0.11720021845010363,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.014535496102801769,0.023511273848525728,0.022721534965917698,0.023906518010291596,0.8260869565217391,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,1,0.08333333333333333,12,0,0.0,8,1,0.1111111111111111,9,0,0.0,3,True
TTC34,1.022963317938992,0.7200809647312632,0.5167325207407263,1.393527474715624,0.16346034270973486,0.3424365092164761,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.006583105119022541,0.0026980150317980345,0.00845746023731381,0.002572898799313894,0.6086956521739131,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ARHGEF16,0.6081763234191874,-0.5858341698129309,1.0557606911728201,-0.5548929551091178,0.5789678808497176,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0023172530018959344,0.004336095586818269,0.002903307245645039,0.004502572898799314,0.2608695652173913,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
MEGF6,0.46037525293105575,-2.501264143809958,1.3825132863582998,-1.8092152664938053,0.07041756678471209,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.00010532968190436065,0.001059934476777799,0.00012623074981065388,0.0008576329331046312,0.0,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-46F15.2,0.45790434184927375,0.567232004179457,1.0919319761347472,0.5194755869201315,0.6034291329816348,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.010480303349483884,0.0006745037579495086,0.007447614238828578,0.0007504288164665523,0.2608695652173913,0,0.0,11,0,5,0,0.0,3,0,0.0,12,1,0.125,8,0,0.0,9,0,0.0,3,True
TPRG1L,10.66587276071167,0.02643639340821869,0.27193752730464693,0.0972149510597059,0.9225556950551249,0.9626691471822338,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.04544975774173162,0.0348814800539603,0.06538752840191871,0.032590051457975985,0.8260869565217391,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,5,0.4166666666666667,12,2,0.25,8,3,0.3333333333333333,9,2,0.6666666666666666,3,True
WRAP73,16.593938692527832,-0.012891051002070086,0.21031652322647862,-0.06129357220396993,0.9511254098171911,0.9780174560626873,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.061933852959764064,0.05299672383888996,0.07851552638222671,0.05124356775300171,1.0,1,0.09090909090909091,11,1,5,2,0.6666666666666666,3,9,0.75,12,5,0.625,8,7,0.7777777777777778,9,2,0.6666666666666666,3,True
TP73,1.1350075797362769,-1.6920981799727097,1.0001589434733182,-1.6918292747515193,0.09067853011084012,0.23229185243579012,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.002211923319991574,0.0071304682983233765,0.0053016914920474625,0.007182675814751287,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP5-1092A11.5,0.2301747678938641,-0.8009785491935953,1.8778224289309755,-0.4265464811012956,0.6697096860133374,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.00036865388666526224,0.00048178839853536327,0.0008836152486745772,0.0005360205831903945,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TP73-AS1,2.7526074521255417,-0.8837199601433608,0.4476572296925531,-1.9740996046244839,0.04837041830424734,0.15190422220013053,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.008584369075205394,0.016091732511081133,0.017041151224438274,0.01565180102915952,0.6086956521739131,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SMIM1,29.509416343472175,-1.2024868223671918,0.21482126026846338,-5.597615528669913,2.173200319493568e-08,2.8824732472969096e-06,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.07220349694543922,0.18760840238967047,0.1108305983337541,0.1945754716981132,1.0,2,0.18181818181818182,11,0,5,2,0.6666666666666666,3,10,0.8333333333333334,12,4,0.5,8,7,0.7777777777777778,9,3,1.0,3,False
LRRC47,9.344940472783327,-0.10191243107910783,0.27273059027428687,-0.3736743684550159,0.7086465971392177,0.8373901487201045,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03912997682746998,0.03372518789747543,0.03711184044433224,0.03312607204116638,0.9130434782608695,1,0.09090909090909091,11,0,5,0,0.0,3,2,0.16666666666666666,12,3,0.375,8,2,0.2222222222222222,9,0,0.0,3,True
RP1-286D6.5,0.5573771325816995,-1.4378825394595531,1.3263748896356822,-1.0840694819354573,0.2783339928306867,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0004213187276174426,0.0006745037579495086,0.0006311537490532694,0.0006432246998284735,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CEP104,16.883314500255324,0.08574756576661967,0.23224459605248948,0.36921231849562564,0.711969474711317,0.8389717814972047,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.07320412892353065,0.050973212565041434,0.09252713961120929,0.04834905660377359,0.9130434782608695,1,0.09090909090909091,11,1,5,2,0.6666666666666666,3,8,0.6666666666666666,12,5,0.625,8,6,0.6666666666666666,9,2,0.6666666666666666,3,True
DFFB,4.767640837539357,-0.359069129224933,0.30883537832648295,-1.1626554288263757,0.2449693321109052,0.44509670885420854,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.013534864124710343,0.012430140682212373,0.01729361272405958,0.011256432246998285,0.8260869565217391,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
C1orf174,15.789517641776735,0.043423158379283906,0.18744837624504565,0.2316539585411938,0.8168067943820682,0.9029943091262342,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.06667368864546029,0.053863942956253616,0.08331229487503156,0.05263722126929674,1.0,3,0.2727272727272727,11,1,5,2,0.6666666666666666,3,8,0.6666666666666666,12,4,0.5,8,6,0.6666666666666666,9,2,0.6666666666666666,3,True
LINC01134,0.7023739584462928,0.813239384234492,0.5185082511714072,1.5684212978235776,0.11678284391624597,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0054771434590267535,0.0016380805550202352,0.0056803837414794245,0.0016080617495711836,0.5217391304347826,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
AJAP1,5.709532823610387,2.399795331845559,0.712185732479507,3.369620061736652,0.000752718915338231,0.007888097758025505,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.06398778175689909,0.0032761611100404703,0.0681646048977531,0.0023584905660377358,0.5652173913043478,4,0.36363636363636365,11,2,5,0,0.0,3,2,0.16666666666666666,12,5,0.625,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
NPHP4,1.9047973953253934,-0.20620833915937248,0.41882809973134916,-0.4923459989710376,0.6224747672442088,0.7810212700817167,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0054771434590267535,0.005106957024474851,0.007195152739207271,0.00493138936535163,0.6956521739130435,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
KCNAB2,10.764373720388411,0.19576165867757372,0.24796730032766198,0.7894656207447346,0.4298399157202738,0.6301803445794955,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0460290709922056,0.03227982270186934,0.0391315324413027,0.030660377358490566,0.9565217391304348,3,0.2727272727272727,11,0,5,2,0.6666666666666666,3,2,0.16666666666666666,12,4,0.5,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
CHD5,0.10640985658748785,-1.1783679539672314,1.1749286967491317,-1.0029272050530518,0.3158959853382214,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0005793132504739836,0.0008672191173636539,0.001009845998485231,0.0009648370497427101,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RPL22,1433.7275518946294,0.41860732241212745,0.13298595488109793,3.14775588735218,0.001645290307812793,0.014128281177111282,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.959395407625869,0.9387165157063018,0.9714718505427922,0.9409305317324185,1.0,5,0.45454545454545453,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP1-120G22.11,1.4967838617106954,-0.7895503844079714,0.5378659661136377,-1.4679314813556341,0.14212283576851678,0.31285060935767384,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0049504950495049506,0.009346694931586047,0.009845998485231003,0.009648370497427101,0.5652173913043478,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RNF207,11.579883195543543,-0.4611554125593465,0.4351485459726263,-1.059765491180927,0.28925129985783116,0.49491347360270616,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.025384453338950917,0.050973212565041434,0.04279222418581166,0.05092195540308748,0.8260869565217391,3,0.2727272727272727,11,1,5,2,0.6666666666666666,3,4,0.3333333333333333,12,1,0.125,8,1,0.1111111111111111,9,3,1.0,3,False
ICMT,8.819824814119189,0.313333352977383,0.24054946094485966,1.3025734987999302,0.19272041020969577,0.38140936654870894,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0455024225826838,0.030449026787434958,0.05491037616763444,0.0294811320754717,0.8260869565217391,2,0.18181818181818182,11,1,5,1,0.3333333333333333,3,3,0.25,12,3,0.375,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
LINC00337,0.45098415712457124,-0.025063722911166795,0.8264682280482354,-0.030326299379174675,0.9758068223440491,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.002633242047609016,0.0013490075158990172,0.0037869224943196163,0.001286449399656947,0.43478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
GPR153,0.28345615850438344,-1.603011525946774,1.1552956158395364,-1.3875336355205408,0.16527910202436136,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.00031598904571308195,0.0017344382347273077,0.0006311537490532694,0.0019296740994854203,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ACOT7,1.3287411221546848,0.3217023575797077,0.5417986211678729,0.5937673980902035,0.5526676973467719,0.7283305354962475,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.006635769959974721,0.0034688764694546155,0.005175460742236809,0.0028945111492281305,0.6521739130434783,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP1-202O8.3,1.213104391649369,0.25448470915293603,0.4645149263872348,0.5478504450485392,0.5837945976380676,0.752492102843504,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.007162418369496524,0.004047022547697052,0.007573844988639233,0.0038593481989708405,0.6521739130434783,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
HES2,0.6154444926720717,-0.8148656931238324,0.723009796338181,-1.1270465452209262,0.2597228021781435,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0015799452285654098,0.0017344382347273077,0.002019691996970462,0.0015008576329331046,0.391304347826087,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TNFRSF25,1.8162364709462202,-2.2847655311338206,0.717891110058754,-3.1826073608110703,0.0014595539328468759,0.012880825282117016,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.002422582683800295,0.008190402775101175,0.005427922241858117,0.007718696397941681,0.2608695652173913,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PLEKHG5,0.5231441941764021,-0.8861593795804437,0.5968688982516613,-1.4846801067640938,0.13762858387187923,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0017379397514219507,0.0031798034303333975,0.002145922746781116,0.0033233276157804458,0.4782608695652174,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
NOL9,7.125108614997221,0.061199216493508256,0.2503046238091135,0.2444989451740205,0.8068444188166358,0.8982098064836568,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03575942700653044,0.027365581036808632,0.04582176218126736,0.026801029159519724,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
TAS1R1,0.2917589799314229,-1.6223853348253332,1.011915660375006,-1.6032811807894083,0.10887258944111582,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0008426374552348852,0.0011562921564848719,0.0013885382479171926,0.001072041166380789,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ZBTB48,8.63062496132575,0.08719662235518506,0.21096367146589756,0.4133252979022052,0.6793682975429038,0.8177200798450129,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03565409732462608,0.029292734630950088,0.04493814693259278,0.028837907375643224,0.9130434782608695,1,0.09090909090909091,11,1,5,0,0.0,3,2,0.16666666666666666,12,1,0.125,8,2,0.2222222222222222,9,0,0.0,3,True
KLHL21,6.1871981720183085,-0.07346637824040787,0.2504009482892631,-0.2933949681194478,0.7692202711720602,0.8761930713280016,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.024489151042763852,0.020909616496434767,0.029790456955314314,0.020368782161234993,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,0,0.0,9,1,0.3333333333333333,3,True
PHF13,2.910280537962225,-0.3876491250305106,0.35862323302983856,-1.0809370094498507,0.279725134428362,0.48580248314265845,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.010164314303770803,0.014068221237232607,0.012875536480686695,0.015115780445969125,0.8260869565217391,1,0.09090909090909091,11,1,5,0,0.0,3,1,0.08333333333333333,12,0,0.0,8,1,0.1111111111111111,9,0,0.0,3,True
THAP3,8.626632597745598,0.24042451040212667,0.21064923807274535,1.1413500120000375,0.2537242978401446,0.45476196792722057,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.049452285654097324,0.03526691077278859,0.05604645291593032,0.034626929674099485,0.9130434782608695,3,0.2727272727272727,11,2,5,0,0.0,3,4,0.3333333333333333,12,4,0.5,8,2,0.2222222222222222,9,2,0.6666666666666666,3,True
DNAJC11,7.131547844292277,0.16366056160164838,0.2309371314583189,0.7086801527678408,0.47852298396751347,0.6721978455089284,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.02743838213608595,0.020427828097899402,0.03130522595304216,0.018331903945111493,0.9130434782608695,0,0.0,11,0,5,0,0.0,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
RP11-312B8.1,0.3190865676773486,-0.020274979020378305,1.1055004408701536,-0.0183400913023785,0.9853675446036018,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.002791236570465557,0.0007708614376565812,0.0025246149962130774,0.0008576329331046312,0.30434782608695654,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CAMTA1,110.40379185434304,-0.1489666938300367,0.13484081751363228,-1.1047596460543285,0.26926375052124607,0.47353038876926273,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.3744996840109543,0.3733860088649065,0.3957334006563999,0.3761792452830189,1.0,4,0.36363636363636365,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
VAMP3,26.785897716097065,-0.09863272256291385,0.15490740103974124,-0.6367205304645824,0.5243068981605794,0.7070016969216065,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.1043817147672214,0.10695702447485064,0.12080282756879576,0.10859777015437393,1.0,5,0.45454545454545453,11,2,5,3,1.0,3,12,1.0,12,7,0.875,8,9,1.0,9,3,1.0,3,True
PER3,1.7337406648268905,-0.002665688002848639,0.5668572272829996,-0.004702573901413473,0.9962479027171386,0.998387990804457,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.010164314303770803,0.009153979572171901,0.01893461247159808,0.009541166380789022,0.6086956521739131,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP3-467L1.4,0.22049500615879303,-0.31096813347227714,1.326363697676049,-0.23445163194464025,0.8146343788851766,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0027385717295133768,0.0014453651956060898,0.002777076495834385,0.0016080617495711836,0.2608695652173913,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
UTS2,0.17069558052147488,-2.8312686535224416,3.0786426224295167,-0.9196483648005043,0.3577565438722531,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0,0.013586432838697244,0.0,0.015115780445969125,0.0,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PARK7,284.70739421915573,0.16847418710473283,0.13967846985565294,1.2061571642275153,0.2277568969579684,0.42412824841943225,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.7016536760058985,0.6209288880323762,0.6849280484726079,0.6246783876500858,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
ERRFI1,1.4977901909984863,0.6169065883590519,0.7809315659711735,0.7899624182713901,0.4295497166666764,0.6299745248592534,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.004423846639983148,0.0026980150317980345,0.006563998990154002,0.0023584905660377358,0.391304347826087,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SLC45A1,0.04996105840744518,-0.9419033045406952,2.009270940979102,-0.4687786427059523,0.639227867361778,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0007899726142827049,0.0,0.0012623074981065387,0.0,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RERE,29.08268277697165,0.5002583850030354,0.2115199346297251,2.3650649565430304,0.018026908826370064,0.07691784660089859,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.12212976616810617,0.07265369049913278,0.13961120929058318,0.06871783876500857,1.0,4,0.36363636363636365,11,2,5,3,1.0,3,11,0.9166666666666666,12,8,1.0,8,9,1.0,9,2,0.6666666666666666,3,True
