gene,sig_tissues,n_sig_tissues,lymphoid_fdr,tier
NCAPG,"bone marrow, thymus",2,0.000176778890470417,1a_lymphoid
NCAPG2,"bone marrow, thymus",2,4.2920755854757957e-05,1a_lymphoid
NCAPH,"bone marrow, testis, thymus",3,0.004209846805814798,1a_lymphoid
NCAPH2,bone marrow,1,3.138470666470456e-05,1a_lymphoid
NCBP1,"bone marrow, retina",2,0.004258635493957623,3_vital
NCBP2,,0,,4_broad
NCBP2AS2,,0,,4_broad
NCBP2L,"adrenal gland, testis",2,,3_vital
NCBP3,"bone marrow, testis",2,0.04214782035519182,1a_lymphoid
NCCRP1,"esophagus, skin",2,,2_restricted
NCDN,basal ganglia,1,,3_vital
NCEH1,,0,,4_broad
NCF1,"bone marrow, spleen",2,3.3344578311905516e-05,1a_lymphoid
NCF2,bone marrow,1,3.045328019075816e-07,1a_lymphoid
NCF4,"bone marrow, spleen",2,1.4485417982562933e-06,1a_lymphoid
NCK1,thymus,1,0.034662741552310174,1a_lymphoid
NCK2,esophagus,1,,2_restricted
NCKAP1,,0,,4_broad
NCKAP1L,spleen,1,0.04660140165152598,1a_lymphoid
NCKAP5,lung,1,,3_vital
NCKAP5L,adrenal gland,1,,3_vital
NCKIPSD,parathyroid gland,1,,2_restricted
NCL,skeletal muscle,1,,3_vital
NCLN,adrenal gland,1,,3_vital
NCMAP,"pancreas, salivary gland",2,,3_vital
NCOA1,retina,1,,3_vital
NCOA2,epididymis,1,,2_restricted
NCOA3,tonsil,1,0.007103122535489968,1a_lymphoid
NCOA4,liver,1,,3_vital
NCOA5,,0,,4_broad
NCOA6,retina,1,,3_vital
NCOA7,urinary bladder,1,,2_restricted
NCOR1,,0,,4_broad
NCOR2,skeletal muscle,1,,3_vital
NCR1,spleen,1,3.5745718300301588e-22,1a_lymphoid
NCR2,"duodenum, tonsil",2,0.013596304540122542,1a_lymphoid
NCR3,spleen,1,4.2035897035030136e-13,1a_lymphoid
NCR3LG1,"cerebellum, parathyroid gland",2,,3_vital
NCS1,"amygdala, cerebral cortex, hippocampal formation",3,,3_vital
NCSTN,placenta,1,,2_restricted
NDC1,tonsil,1,0.010301157998222137,1a_lymphoid
NDC80,"bone marrow, thymus",2,0.0019156382941771875,1a_lymphoid
NDE1,spinal cord,1,,3_vital
NDEL1,"bone marrow, skin",2,7.579931025408472e-05,1a_lymphoid
NDFIP1,,0,,4_broad
NDFIP2,,0,,4_broad
NDN,hypothalamus,1,,3_vital
NDNF,lung,1,,3_vital
NDOR1,bone marrow,1,0.00041021398121559357,1a_lymphoid
NDP,,0,,4_broad
NDRG1,spinal cord,1,,3_vital
NDRG2,,0,,4_broad
NDRG3,cerebellum,1,,3_vital
NDRG4,"cerebellum, heart muscle",2,,3_vital
NDST1,,0,,4_broad
NDST2,bone marrow,1,7.138111923141076e-07,1a_lymphoid
NDST3,"basal ganglia, cerebellum",2,,3_vital
NDST4,"cerebral cortex, ovary, spleen",3,0.03167657172292985,3_vital
NDUFA1,heart muscle,1,,3_vital
NDUFA10,"heart muscle, tongue",2,,3_vital
NDUFA11,heart muscle,1,,3_vital
NDUFA12,"heart muscle, skeletal muscle, tongue",3,,3_vital
NDUFA13,"choroid plexus, heart muscle",2,,3_vital
NDUFA2,skeletal muscle,1,,3_vital
NDUFA3,heart muscle,1,,3_vital
NDUFA4,"heart muscle, tongue",2,,3_vital
NDUFA4L2,"blood vessel, esophagus",2,,2_restricted
NDUFA5,tongue,1,,2_restricted
NDUFA6,"heart muscle, skeletal muscle",2,,3_vital
NDUFA7,"skeletal muscle, tongue",2,,3_vital
NDUFA8,"heart muscle, tongue",2,,3_vital
NDUFA9,"heart muscle, skeletal muscle, tongue",3,,3_vital
NDUFAB1,"heart muscle, skeletal muscle",2,,3_vital
NDUFAF1,"skeletal muscle, tongue",2,,3_vital
NDUFAF2,skeletal muscle,1,,3_vital
NDUFAF3,testis,1,,1b_testis_CT
NDUFAF4,tongue,1,,2_restricted
NDUFAF5,"skeletal muscle, tongue",2,,3_vital
NDUFAF6,"skeletal muscle, tongue",2,,3_vital
NDUFAF7,testis,1,,1b_testis_CT
NDUFAF8,,0,,4_broad
NDUFB1,heart muscle,1,,3_vital
NDUFB10,"skeletal muscle, tongue",2,,3_vital
NDUFB11,skeletal muscle,1,,3_vital
NDUFB2,"heart muscle, tongue",2,,3_vital
NDUFB3,"skeletal muscle, tongue",2,,3_vital
NDUFB4,"heart muscle, skeletal muscle",2,,3_vital
NDUFB5,"skeletal muscle, tongue",2,,3_vital
NDUFB6,"heart muscle, skeletal muscle",2,,3_vital
NDUFB7,"heart muscle, skeletal muscle",2,,3_vital
NDUFB8,,0,,4_broad
NDUFB9,"skeletal muscle, tongue",2,,3_vital
NDUFC1,"skeletal muscle, tongue",2,,3_vital
NDUFC2,skeletal muscle,1,,3_vital
NDUFC2-KCTD14,tongue,1,,2_restricted
NDUFS1,"heart muscle, skeletal muscle, tongue",3,,3_vital
NDUFS2,"skeletal muscle, tongue",2,,3_vital
NDUFS3,skeletal muscle,1,,3_vital
NDUFS4,"skeletal muscle, tongue",2,,3_vital
NDUFS5,heart muscle,1,,3_vital
NDUFS6,"heart muscle, skeletal muscle",2,,3_vital
NDUFS7,"heart muscle, skeletal muscle",2,,3_vital
NDUFS8,"heart muscle, skeletal muscle",2,,3_vital
NDUFV1,"heart muscle, skeletal muscle, tongue",3,,3_vital
NDUFV2,"skeletal muscle, tongue",2,,3_vital
NDUFV3,"heart muscle, skeletal muscle",2,,3_vital
NEB,skeletal muscle,1,,3_vital
NEBL,heart muscle,1,,3_vital
NECAB1,cerebral cortex,1,,3_vital
NECAB2,"amygdala, basal ganglia",2,,3_vital
NECAB3,"adrenal gland, skeletal muscle",2,,3_vital
NECAP1,"cerebellum, cerebral cortex",2,,3_vital
NECAP2,"lymph node, spleen",2,0.037814500423488724,1a_lymphoid
NECTIN1,"esophagus, skin",2,,2_restricted
NECTIN2,,0,,4_broad
NECTIN3,testis,1,,1b_testis_CT
NECTIN4,"esophagus, skin",2,,2_restricted
NEDD1,skeletal muscle,1,,3_vital
NEDD4,"skeletal muscle, tongue",2,,3_vital
NEDD4L,,0,,4_broad
NEDD8,,0,,4_broad
NEDD8-MDP1,"skeletal muscle, testis",2,,3_vital
NEDD9,"adipose tissue, lung",2,,3_vital
NEFH,prostate,1,,2_restricted
NEFL,cerebral cortex,1,,3_vital
NEFM,cerebral cortex,1,,3_vital
NEGR1,"cerebral cortex, retina",2,,3_vital
NEIL1,cerebellum,1,,3_vital
NEIL2,,0,,4_broad
NEIL3,thymus,1,1.5699685494091456e-21,1a_lymphoid
NEK1,,0,,4_broad
NEK10,testis,1,,1b_testis_CT
NEK11,choroid plexus,1,,3_vital
NEK2,testis,1,,1b_testis_CT
NEK3,,0,,4_broad
NEK4,testis,1,,1b_testis_CT
NEK5,"fallopian tube, testis",2,,2_restricted
NEK6,liver,1,,3_vital
NEK7,heart muscle,1,,3_vital
NEK8,kidney,1,,3_vital
NEK9,,0,,4_broad
NELFA,,0,,4_broad
NELFB,,0,,4_broad
NELFCD,,0,,4_broad
NELFE,testis,1,,1b_testis_CT
NELL1,"cerebral cortex, kidney",2,,3_vital
NELL2,"cerebral cortex, choroid plexus",2,,3_vital
NEMF,bone marrow,1,7.510099286568054e-08,1a_lymphoid
NEMP1,thymus,1,0.003702921358193266,1a_lymphoid
NEMP2,thymus,1,0.0005799506790070718,1a_lymphoid
NENF,spinal cord,1,,3_vital
NEO1,rectum,1,,2_restricted
NEPRO,skeletal muscle,1,,3_vital
NES,heart muscle,1,,3_vital
NET1,,0,,4_broad
NETO1,"cerebral cortex, retina",2,,3_vital
NETO2,"basal ganglia, spleen",2,0.0006686248712008021,3_vital
NEU1,adrenal gland,1,,3_vital
NEU2,skin,1,,2_restricted
NEU3,"bone marrow, skeletal muscle, tongue",3,0.02357117710676587,3_vital
NEU4,liver,1,,3_vital
NEURL1,skeletal muscle,1,,3_vital
NEURL1B,,0,,4_broad
NEURL2,"kidney, skeletal muscle",2,,3_vital
NEURL3,"pancreas, salivary gland",2,,3_vital
NEURL4,cerebellum,1,,3_vital
NEUROD1,"cerebellum, retina",2,,3_vital
NEUROD2,cerebellum,1,,3_vital
NEUROD4,retina,1,,3_vital
NEUROD6,"cerebral cortex, hippocampal formation",2,,3_vital
NEUROG1,"choroid plexus, retina",2,,3_vital
NEUROG2,"basal ganglia, cerebellum, hippocampal formation",3,,3_vital
NEUROG3,"duodenum, hippocampal formation",2,,3_vital
NEXMIF,cerebral cortex,1,,3_vital
NEXN,"skeletal muscle, tongue",2,,3_vital
NF1,retina,1,,3_vital
NF2,,0,,4_broad
NFAM1,"bone marrow, spleen",2,2.0845164915440547e-09,1a_lymphoid
NFASC,cerebral cortex,1,,3_vital
NFAT5,bone marrow,1,0.03748664539545822,1a_lymphoid
NFATC1,"choroid plexus, skeletal muscle",2,,3_vital
NFATC2,gallbladder,1,,2_restricted
NFATC2IP,,0,,4_broad
NFATC3,thymus,1,5.839813643362044e-16,1a_lymphoid
NFATC4,ovary,1,,2_restricted
NFE2,bone marrow,1,2.7742041539550555e-18,1a_lymphoid
NFE2L1,"skeletal muscle, tongue",2,,3_vital
NFE2L2,esophagus,1,,2_restricted
NFE2L3,placenta,1,,2_restricted
NFIA,liver,1,,3_vital
NFIB,salivary gland,1,,2_restricted
NFIC,skeletal muscle,1,,3_vital
NFIL3,bone marrow,1,0.0014513746170469754,1a_lymphoid
NFILZ,testis,1,,1b_testis_CT
NFIX,skeletal muscle,1,,3_vital
NFKB1,urinary bladder,1,,2_restricted
NFKB2,spleen,1,0.03304621973796823,1a_lymphoid
NFKBIA,bone marrow,1,1.9459061505795546e-13,1a_lymphoid
NFKBIB,testis,1,,1b_testis_CT
NFKBID,bone marrow,1,4.901097820157335e-12,1a_lymphoid
NFKBIE,"bone marrow, spleen",2,0.0009837766868175607,1a_lymphoid
NFKBIL1,,0,,4_broad
NFKBIZ,bone marrow,1,2.0176578542050525e-22,1a_lymphoid
NFRKB,,0,,4_broad
NFS1,kidney,1,,3_vital
NFU1,"skeletal muscle, tongue",2,,3_vital
NFX1,skeletal muscle,1,,3_vital
NFXL1,testis,1,,1b_testis_CT
NFYA,"bone marrow, testis, thymus",3,0.0016936139463089464,1a_lymphoid
NFYB,seminal vesicle,1,,2_restricted
NFYC,skeletal muscle,1,,3_vital
NGB,hypothalamus,1,,3_vital
NGDN,"bone marrow, skeletal muscle",2,0.010017780946217757,3_vital
NGEF,"basal ganglia, cerebral cortex",2,,3_vital
NGF,"heart muscle, ovary",2,,3_vital
NGFR,retina,1,,3_vital
NGLY1,"skeletal muscle, testis",2,,3_vital
NGRN,cerebral cortex,1,,3_vital
NHEJ1,,0,,4_broad
NHLH1,basal ganglia,1,,3_vital
NHLH2,"cerebellum, hypothalamus",2,,3_vital
NHLRC1,liver,1,,3_vital
NHLRC2,heart muscle,1,,3_vital
NHLRC3,liver,1,,3_vital
NHLRC4,"fallopian tube, kidney",2,,3_vital
NHP2,,0,,4_broad
NHS,blood vessel,1,,2_restricted
NHSL1,small intestine,1,,2_restricted
NHSL2,cerebellum,1,,3_vital
NIBAN1,heart muscle,1,,3_vital
NIBAN2,esophagus,1,,2_restricted
NIBAN3,"lymph node, spleen",2,1.6431473086283945e-07,1a_lymphoid
NICN1,cerebral cortex,1,,3_vital
NID1,placenta,1,,2_restricted
NID2,"ovary, placenta",2,,2_restricted
NIF3L1,,0,,4_broad
NIFK,,0,,4_broad
NIM1K,cerebral cortex,1,,3_vital
NIN,bone marrow,1,0.0003061243095967596,1a_lymphoid
NINJ1,bone marrow,1,1.0749542358084298e-07,1a_lymphoid
NINJ2,spinal cord,1,,3_vital
NINL,"kidney, ovary",2,,3_vital
NIP7,,0,,4_broad
NIPA1,"midbrain, spinal cord",2,,3_vital
NIPA2,,0,,4_broad
NIPAL1,"esophagus, skin",2,,2_restricted
NIPAL2,skin,1,,2_restricted
NIPAL3,,0,,4_broad
NIPAL4,skin,1,,2_restricted
NIPBL,thymus,1,0.011647279704970068,1a_lymphoid
NIPSNAP1,liver,1,,3_vital
NIPSNAP2,"skeletal muscle, tongue",2,,3_vital
NIPSNAP3A,liver,1,,3_vital
NIPSNAP3B,"skeletal muscle, tongue",2,,3_vital
NISCH,cerebellum,1,,3_vital
NIT1,"adrenal gland, liver",2,,3_vital
NIT2,"kidney, liver",2,,3_vital
NKAIN1,"adrenal gland, cerebellum",2,,3_vital
NKAIN2,spinal cord,1,,3_vital
NKAIN3,"amygdala, basal ganglia, cerebral cortex",3,,3_vital
NKAIN4,basal ganglia,1,,3_vital
NKAP,skeletal muscle,1,,3_vital
NKAPD1,retina,1,,3_vital
NKAPL,testis,1,,1b_testis_CT
NKD1,blood vessel,1,,2_restricted
NKD2,lung,1,,3_vital
NKG7,bone marrow,1,2.43562510705852e-22,1a_lymphoid
NKIRAS1,,0,,4_broad
NKIRAS2,"heart muscle, skeletal muscle",2,,3_vital
NKPD1,skin,1,,2_restricted
NKRF,cerebral cortex,1,,3_vital
NKTR,,0,,4_broad
NKX1-1,testis,1,,1b_testis_CT
NKX1-2,esophagus,1,,2_restricted
NKX2-1,thyroid gland,1,,2_restricted
NKX2-2,spinal cord,1,,3_vital
NKX2-3,"colon, spleen",2,0.0031350095362817965,1a_lymphoid
NKX2-4,"hypothalamus, testis",2,,3_vital
NKX2-5,heart muscle,1,,3_vital
NKX2-6,"heart muscle, salivary gland",2,,3_vital
NKX2-8,"spinal cord, testis",2,,3_vital
NKX3-1,prostate,1,,2_restricted
NKX3-2,colon,1,,2_restricted
NKX6-1,"esophagus, pancreas",2,,3_vital
NKX6-2,spinal cord,1,,3_vital
NKX6-3,stomach,1,,2_restricted
NLE1,pancreas,1,,3_vital
NLGN1,"cerebral cortex, retina",2,,3_vital
NLGN2,cerebellum,1,,3_vital
NLGN3,cerebral cortex,1,,3_vital
NLGN4X,"ovary, thymus",2,0.024293307333231397,1a_lymphoid
NLGN4Y,"prostate, seminal vesicle",2,,2_restricted
NLK,retina,1,,3_vital
NLN,"liver, skeletal muscle",2,,3_vital
NLRC3,"lymph node, spleen",2,0.004407515740346766,1a_lymphoid
NLRC4,"appendix, bone marrow, spleen",3,4.31869452563563e-05,1a_lymphoid
NLRC5,"bone marrow, spleen",2,0.004421131000010682,1a_lymphoid
NLRP1,"choroid plexus, spleen",2,0.014535439459723517,3_vital
NLRP10,skin,1,,2_restricted
NLRP11,"epididymis, liver",2,,3_vital
NLRP12,"bone marrow, spleen",2,1.4096051959729942e-08,1a_lymphoid
NLRP13,ovary,1,,2_restricted
NLRP14,"retina, testis",2,,3_vital
NLRP2,esophagus,1,,2_restricted
NLRP2B,"cerebellum, tongue",2,,3_vital
NLRP3,bone marrow,1,3.190493113376493e-27,1a_lymphoid
NLRP4,"testis, tonsil",2,0.0011595927239588092,1a_lymphoid
NLRP5,parathyroid gland,1,,2_restricted
NLRP6,"duodenum, small intestine",2,,2_restricted
NLRP7,testis,1,,1b_testis_CT
NLRP8,breast,1,,2_restricted
NLRP9,ovary,1,,2_restricted
NLRX1,esophagus,1,,2_restricted
NMB,adipose tissue,1,,2_restricted
NMBR,"basal ganglia, testis",2,,3_vital
NMD3,"bone marrow, liver",2,0.0255351427761644,3_vital
NME1,retina,1,,3_vital
NME1-NME2,retina,1,,3_vital
NME2,choroid plexus,1,,3_vital
NME3,,0,,4_broad
NME4,colon,1,,2_restricted
NME5,testis,1,,1b_testis_CT
NME6,,0,,4_broad
NME7,fallopian tube,1,,2_restricted
NME8,"bone marrow, testis",2,8.46662337229887e-09,1a_lymphoid
NME9,"choroid plexus, fallopian tube",2,,3_vital
NMI,bone marrow,1,0.0012474415689245923,1a_lymphoid
NMNAT1,"skeletal muscle, tongue",2,,3_vital
NMNAT2,cerebellum,1,,3_vital
NMNAT3,"retina, skeletal muscle",2,,3_vital
NMRAL1,,0,,4_broad
NMRK1,"liver, parathyroid gland",2,,3_vital
NMRK2,heart muscle,1,,3_vital
NMS,hypothalamus,1,,3_vital
NMT1,tongue,1,,2_restricted
NMT2,"adipose tissue, thymus",2,0.0015057455515448813,1a_lymphoid
NMU,esophagus,1,,2_restricted
NMUR1,retina,1,,3_vital
NMUR2,testis,1,,1b_testis_CT
NNAT,"basal ganglia, pituitary gland",2,,3_vital
NNMT,liver,1,,3_vital
NNT,"skeletal muscle, tongue",2,,3_vital
NOA1,"pancreas, skeletal muscle",2,,3_vital
NOB1,pancreas,1,,3_vital
NOBOX,"ovary, testis",2,,2_restricted
NOC2L,skeletal muscle,1,,3_vital
NOC3L,,0,,4_broad
NOC4L,testis,1,,1b_testis_CT
NOCT,bone marrow,1,3.5094702762712644e-17,1a_lymphoid
NOD1,,0,,4_broad
NOD2,skin,1,,2_restricted
NODAL,skeletal muscle,1,,3_vital
NOG,placenta,1,,2_restricted
NOL10,,0,,4_broad
NOL11,,0,,4_broad
NOL12,,0,,4_broad
NOL3,skeletal muscle,1,,3_vital
NOL4,testis,1,,1b_testis_CT
NOL4L,"retina, testis",2,,3_vital
NOL6,,0,,4_broad
NOL7,,0,,4_broad
NOL8,,0,,4_broad
NOL9,spleen,1,0.0035798469129373,1a_lymphoid
NOLC1,,0,,4_broad
NOM1,,0,,4_broad
NOMO1,pancreas,1,,3_vital
NOMO2,pancreas,1,,3_vital
NOMO3,cerebellum,1,,3_vital
NONO,"ovary, thymus",2,8.52162901506664e-05,1a_lymphoid
NOP10,,0,,4_broad
NOP14,skeletal muscle,1,,3_vital
NOP16,skeletal muscle,1,,3_vital
NOP2,skeletal muscle,1,,3_vital
NOP53,pancreas,1,,3_vital
NOP56,,0,,4_broad
NOP58,bone marrow,1,0.000523022523050245,1a_lymphoid
NOP9,skeletal muscle,1,,3_vital
NOPCHAP1,pancreas,1,,3_vital
NOS1,"skeletal muscle, tongue",2,,3_vital
NOS1AP,"cerebellum, cerebral cortex, hippocampal formation",3,,3_vital
NOS2,"appendix, small intestine",2,0.016800008085644476,1a_lymphoid
NOS3,spleen,1,2.7317843580632317e-14,1a_lymphoid
NOSIP,"skeletal muscle, testis",2,,3_vital
NOSTRIN,salivary gland,1,,2_restricted
NOTCH1,,0,,4_broad
NOTCH2,,0,,4_broad
NOTCH2NLA,testis,1,,1b_testis_CT
NOTCH2NLB,testis,1,,1b_testis_CT
NOTCH2NLC,"retina, skin",2,,3_vital
NOTCH2NLR,skin,1,,2_restricted
NOTCH3,blood vessel,1,,2_restricted
NOTCH4,"adipose tissue, breast",2,,2_restricted
NOTO,bone marrow,1,5.048882703357192e-09,1a_lymphoid
NOTUM,placenta,1,,2_restricted
NOVA1,cerebellum,1,,3_vital
NOVA2,"basal ganglia, cerebral cortex",2,,3_vital
NOX1,"colon, rectum",2,,2_restricted
NOX3,adrenal gland,1,,3_vital
NOX4,kidney,1,,3_vital
NOX5,spleen,1,9.081251668863157e-35,1a_lymphoid
NOXA1,,0,,4_broad
NOXO1,colon,1,,2_restricted
NOXRED1,"retina, testis",2,,3_vital
NPAP1,testis,1,,1b_testis_CT
NPAS1,"amygdala, cerebral cortex, hippocampal formation",3,,3_vital
NPAS2,esophagus,1,,2_restricted
NPAS3,cerebral cortex,1,,3_vital
NPAS4,"cerebellum, pituitary gland",2,,3_vital
NPAT,"lymph node, tonsil",2,0.004919790488250958,1a_lymphoid
NPB,"hypothalamus, spinal cord",2,,3_vital
NPBWR1,liver,1,,3_vital
NPBWR2,"adrenal gland, cerebral cortex",2,,3_vital
NPC1,"adrenal gland, parathyroid gland, spinal cord",3,,3_vital
NPC1L1,"duodenum, liver, small intestine",3,,3_vital
NPC2,epididymis,1,,2_restricted
NPDC1,cerebellum,1,,3_vital
NPEPL1,skeletal muscle,1,,3_vital
NPEPPS,skeletal muscle,1,,3_vital
NPFF,epididymis,1,,2_restricted
NPFFR1,cerebellum,1,,3_vital
NPFFR2,thymus,1,8.894699575199839e-16,1a_lymphoid
NPHP1,"choroid plexus, skeletal muscle",2,,3_vital
NPHP3,ovary,1,,2_restricted
NPHP3-ACAD11,"choroid plexus, ovary",2,,3_vital
NPHP4,"fallopian tube, pituitary gland",2,,3_vital
NPHS1,"kidney, pancreas",2,,3_vital
NPHS2,kidney,1,,3_vital
NPIPA1,cerebellum,1,,3_vital
NPIPA2,cerebellum,1,,3_vital
NPIPA3,cerebellum,1,,3_vital
NPIPA5,cerebellum,1,,3_vital
NPIPA7,pituitary gland,1,,3_vital
NPIPA8,cerebellum,1,,3_vital
NPIPA9,cerebellum,1,,3_vital
NPIPB11,skin,1,,2_restricted
NPIPB12,,0,,4_broad
NPIPB13,skin,1,,2_restricted
NPIPB15,testis,1,,1b_testis_CT
NPIPB2,skin,1,,2_restricted
NPIPB3,"bone marrow, skin",2,0.02965380363117804,1a_lymphoid
NPIPB4,,0,,4_broad
NPIPB5,cerebellum,1,,3_vital
NPIPB6,testis,1,,1b_testis_CT
NPIPB7,testis,1,,1b_testis_CT
NPIPB8,testis,1,,1b_testis_CT
NPIPB9,testis,1,,1b_testis_CT
NPL,"kidney, placenta",2,,3_vital
NPLOC4,skeletal muscle,1,,3_vital
NPM1,ovary,1,,2_restricted
NPM2,cerebral cortex,1,,3_vital
NPM3,,0,,4_broad
NPNT,"blood vessel, thyroid gland",2,,2_restricted
NPPA,heart muscle,1,,3_vital
NPPB,heart muscle,1,,3_vital
NPPC,spinal cord,1,,3_vital
NPR1,blood vessel,1,,2_restricted
NPR2,blood vessel,1,,2_restricted
NPR3,kidney,1,,3_vital
NPRL2,pancreas,1,,3_vital
NPRL3,,0,,4_broad
NPS,,0,,4_broad
NPSR1,"hypothalamus, stomach",2,,3_vital
NPTN,smooth muscle,1,,2_restricted
NPTX1,cerebellum,1,,3_vital
NPTX2,pituitary gland,1,,3_vital
NPTXR,"cerebral cortex, hippocampal formation",2,,3_vital
NPVF,retina,1,,3_vital
NPW,liver,1,,3_vital
NPY,"basal ganglia, prostate",2,,3_vital
NPY1R,spleen,1,4.5114092004779416e-12,1a_lymphoid
NPY2R,"breast, hypothalamus",2,,3_vital
NPY4R,"colon, rectum",2,,2_restricted
NPY4R2,colon,1,,2_restricted
NPY5R,"adipose tissue, spleen",2,0.0004267548409756759,1a_lymphoid
NQO1,stomach,1,,2_restricted
NQO2,kidney,1,,3_vital
NR0B1,"adrenal gland, testis",2,,3_vital
NR0B2,liver,1,,3_vital
NR1D1,skin,1,,2_restricted
NR1D2,,0,,4_broad
NR1H2,skeletal muscle,1,,3_vital
NR1H3,liver,1,,3_vital
NR1H4,liver,1,,3_vital
NR1I2,"liver, small intestine",2,,3_vital
NR1I3,liver,1,,3_vital
NR2C1,cerebellum,1,,3_vital
NR2C2,,0,,4_broad
NR2C2AP,,0,,4_broad
NR2E1,"basal ganglia, retina",2,,3_vital
NR2E3,retina,1,,3_vital
NR2F1,,0,,4_broad
NR2F2,ovary,1,,2_restricted
NR2F6,liver,1,,3_vital
NR3C1,,0,,4_broad
NR3C2,rectum,1,,2_restricted
NR4A1,ovary,1,,2_restricted
NR4A2,"adrenal gland, bone marrow, ovary",3,0.0029471051458093075,3_vital
NR4A3,"adrenal gland, heart muscle",2,,3_vital
NR5A1,"adrenal gland, spleen",2,0.00037216295443632397,3_vital
NR5A2,"liver, pancreas",2,,3_vital
NR6A1,testis,1,,1b_testis_CT
NRAP,skeletal muscle,1,,3_vital
NRARP,colon,1,,2_restricted
NRAS,bone marrow,1,8.532622275655343e-05,1a_lymphoid
NRBF2,liver,1,,3_vital
NRBP1,skeletal muscle,1,,3_vital
NRBP2,spinal cord,1,,3_vital
NRCAM,cerebral cortex,1,,3_vital
NRDC,"skeletal muscle, tongue",2,,3_vital
NRDE2,"bone marrow, cerebellum",2,0.023029029218155715,3_vital
NREP,cerebellum,1,,3_vital
NRF1,thymus,1,0.03274585646011144,1a_lymphoid
NRG1,liver,1,,3_vital
NRG2,cerebellum,1,,3_vital
NRG3,cerebral cortex,1,,3_vital
NRG4,cerebellum,1,,3_vital
NRGN,"basal ganglia, cerebral cortex",2,,3_vital
NRIP1,,0,,4_broad
NRIP2,cerebellum,1,,3_vital
NRIP3,"cerebellum, hippocampal formation",2,,3_vital
NRK,"ovary, placenta",2,,2_restricted
NRL,retina,1,,3_vital
NRM,,0,,4_broad
NRN1,"cerebellum, cerebral cortex",2,,3_vital
NRN1L,choroid plexus,1,,3_vital
NRP1,"adipose tissue, placenta",2,,2_restricted
NRP2,colon,1,,2_restricted
NRROS,bone marrow,1,4.714474189320912e-11,1a_lymphoid
NRSN1,"basal ganglia, cerebral cortex",2,,3_vital
NRSN2,cerebral cortex,1,,3_vital
NRTN,heart muscle,1,,3_vital
NRXN1,"cerebellum, cerebral cortex",2,,3_vital
NRXN2,cerebellum,1,,3_vital
NRXN3,cerebellum,1,,3_vital
NSA2,"ovary, skeletal muscle",2,,3_vital
NSD1,,0,,4_broad
NSD2,"bone marrow, thymus",2,0.00012262761590213744,1a_lymphoid
NSD3,bone marrow,1,5.836589666546359e-06,1a_lymphoid
NSDHL,"esophagus, liver",2,,3_vital
NSF,cerebral cortex,1,,3_vital
NSFL1C,"choroid plexus, skeletal muscle",2,,3_vital
NSG1,pituitary gland,1,,3_vital
NSG2,basal ganglia,1,,3_vital
NSL1,,0,,4_broad
NSMAF,thymus,1,2.631853494607196e-05,1a_lymphoid
NSMCE1,choroid plexus,1,,3_vital
NSMCE2,skeletal muscle,1,,3_vital
NSMCE3,,0,,4_broad
NSMCE4A,,0,,4_broad
NSMF,"cerebral cortex, hippocampal formation",2,,3_vital
NSRP1,spinal cord,1,,3_vital
NSUN2,,0,,4_broad
NSUN3,,0,,4_broad
NSUN4,testis,1,,1b_testis_CT
NSUN5,"bone marrow, skeletal muscle",2,0.024317332434329302,3_vital
NSUN6,liver,1,,3_vital
NSUN7,testis,1,,1b_testis_CT
NT5C,,0,,4_broad
NT5C1A,skeletal muscle,1,,3_vital
NT5C1B,testis,1,,1b_testis_CT
NT5C1B-RDH14,testis,1,,1b_testis_CT
NT5C2,esophagus,1,,2_restricted
NT5C3A,skeletal muscle,1,,3_vital
NT5C3B,,0,,4_broad
NT5DC1,choroid plexus,1,,3_vital
NT5DC2,heart muscle,1,,3_vital
NT5DC3,colon,1,,2_restricted
NT5DC4,testis,1,,1b_testis_CT
NT5E,"cervix, retina",2,,3_vital
NT5M,skeletal muscle,1,,3_vital
NTAN1,,0,,4_broad
NTAQ1,,0,,4_broad
NTF3,blood vessel,1,,2_restricted
NTF4,"prostate, skin",2,,2_restricted
NTHL1,,0,,4_broad
NTM,"cerebellum, retina",2,,3_vital
NTMT1,"skeletal muscle, testis",2,,3_vital
NTMT2,"heart muscle, skeletal muscle",2,,3_vital
NTN1,"blood vessel, heart muscle",2,,3_vital
NTN3,"basal ganglia, testis",2,,3_vital
NTN4,spleen,1,1.3071467882828517e-06,1a_lymphoid
NTN5,pituitary gland,1,,3_vital
NTNG1,"hypothalamus, retina",2,,3_vital
NTNG2,bone marrow,1,0.007330896319364591,1a_lymphoid
NTPCR,skeletal muscle,1,,3_vital
NTRK1,adrenal gland,1,,3_vital
NTRK2,cerebral cortex,1,,3_vital
NTRK3,blood vessel,1,,2_restricted
NTS,small intestine,1,,2_restricted
NTSR1,colon,1,,2_restricted
NTSR2,"basal ganglia, midbrain",2,,3_vital
NUAK1,cerebral cortex,1,,3_vital
NUAK2,"esophagus, vagina",2,,2_restricted
NUB1,,0,,4_broad
NUBP1,heart muscle,1,,3_vital
NUBP2,liver,1,,3_vital
NUBPL,"heart muscle, tongue",2,,3_vital
NUCB1,"blood vessel, liver",2,,3_vital
NUCB2,"pancreas, salivary gland",2,,3_vital
NUCKS1,,0,,4_broad
NUDC,choroid plexus,1,,3_vital
NUDCD1,placenta,1,,2_restricted
